BIG TALL digis that may be hearing TOO MANY STATIONS  Dec 2004
--------------------------------------------------------------

This is a list of ALL known DIGI's in the world heard by
FINDU.  Use it to see if your digi may be having severe
reliablity problems for local users because it is hearing
too many stations in its area (its own claimed PHG range).

Since anything above about 60 users average is a 100% saturated 
channel (called your ALOHA range), digis with more users appear 
to just hear too much to be able to reliably support local users.

It might be better to let the smaller lower digis closer
to the users be the first hop and for these big digis to
digipeate all that they hear over onto a UHF channel only
so that they dont digipeat back on the national channel
where they will cut the channel throughput by 50%!

Or if the PHG here is unrealistic for your digi, then
consider updating your PHGXXXX string to better match reality.

Sorted by CALLSIGN:

DIGI-CALL  PHG       RNG  STNS
W8MAP-3    PHG4360   16   7 
W8MAP-4    PHG4360   16   7 
W8MWO      PHG6438   24   60 
W8SAI-10   PHG5593   44   9 
W8STO      PHG5250   12   16 
W8TVI-10   PHG6230   12   5 
W8TZO      PHG4130   7.1  1 
W8XF-5     PHG6460   29   13 
W9AIU-8    PHG7460   31   37 
W9AZ-15    PHG3530   24   25 
W9DF-10    PHG5530   31   20 
W9DF-11    PHG5530   31   20 
W9DF-12    PHG5530   31   20 
W9DF-13    PHG5530   31   20 
W9DF-14    PHG5530   31   20 
W9DF-15    PHG5530   31   20 
W9DUA      PHG5360   18   20 
W9HOI-15   PHG7380   25   41 
W9INX-7    PHG5280   15   5 
W9KXQ-15   PHG5330   15   4 
W9LTA-10   PHG9560   50   41 
W9MBD      PHG7390   26   11 
W9MBD-14   PHG7390   26   11 
W9MBD-15   PHG7390   26   11 
W9SM-10    PHG9790   120  139 
W9UUU-10   PHG5590   44   34 
W9UUU-9    PHG5590   44   34 
WA0FYA     PHG4360   16   3 
WA0RTU-1   PHG6230   12   4 
WA0VFY-2   PHG7460   31   10 
WA1LOU-15  PHG9581   56   185 
WA2GUG-15  PHG5360   18   38 
WA2JNF-15  PHG5530   31   119 
WA4BWB-3   PHG4623   38   16 
WA4KJH-7   PHG5860   106  133 
WA4KXV     PHG5460   26   33 
WA4RWS-3   PHG3364   14   2 
WA4SAS-9   PHG5570   40   47 
WA4SSP-9   PHG5370   20   39 
WA4USN-9   PHG5460   26   10 
WA4ZBM-5   PHG6460   29   45 
WA5ETK-7   PHG7560   44   11 
WA5LNL-7   PHG7460   31   41 
WA5VXI     PHG5860   106  104 
WA6AFT-3   PHG5462   26   61 
WA6MHZ-10  PHG5660   53   94 
WA6YLB-3   PHG5830   89   45 
WA6YLB-5   PHG4830   80   69 
WA6YLB-7   PHG5636   45   36 
WA7LFT-5   PHG3840   73   20 
WA7LFT-6   PHG2760   47   12 
WA7RAT-10  PHG5760   75   40 
WA7RAT-11  PHG5760   75   40 
WA7RAT-12  PHG6340   18   3 
WA7RVV-11  PHG6940   147  87 
WA7RVV-12  PHG5940   134  73 
WA7SHW-3   PHG7140   10   2 
WA7TAI-10  PHG4560   33   59 
WA8WG-10   PHG0000   0    0 
WA9CJN-15  PHG7530   37   50 
WA9RDF-10  PHG5390   22   32 
WA9RDF-8   PHG5390   22   32 
WA9RDF-9   PHG5390   22   32 
WA9RES     PHG4510   25   29 
WB0HAC     PHG5591   44   109 
WB0NOO-2   PHG5560   37   58 
WB0WNX-5   PHG5430   22   1 
WB0WTI-10  PHG6460   29   8 
WB1EMT-1   PHG5380   21   59 
WB2SNN-15  PHG2260   8.4  22 
WB3W-15    PHG6600   41   34 
WB4FAY-7   PHG7570   47   38 
WB4HFR-10  PHG7230   13   7 
WB4YNF-10  PHG6860   117  175 
WB6JAR-10  PHG5960   151  300 
WB6TMS-5   PHG3730   49   77 
WB6WLV-11  PHG7730   75   131 
WB8NLS     PHG4130   7.1  8 
WB9TLH-10  PHG5490   31   54 
WB9TLH-9   PHG5490   31   54 
WB9WOZ-14  PHG7560   44   163 
WB9WOZ-15  PHG7560   44   163 
WD0HWT-10  PHG5310   14   4 
WD4HDL-1   PHG5632   45   131 
WD4INS-3   PHG5580   42   17 
WD4INS-7   PHG6480   32   14 
WD4INS-8   PHG6480   32   14 
WD5CWZ-2   PHG6530   34   10 
WD5IYT-1   PHG9550   47   87 
WD5IYT-2   PHG9550   47   92 
WD8EJC-10  PHG5360   18   2 
WD8EJC-9   PHG5360   18   2 
WD8WV-3    PHG5830   89   57 
WESTFR     PHG5600   37   18 
WH6SJ-10   PHG2730   40   18 
WHTCRT     PHG5730   63   4 
WHTNY      PHG3660   41   23 
WIDE2-2    PHG6730   69   34 
WIDE7      PHG2730   40   10 
WIDE7-2    PHG3460   20   34 
WIDE7-3    PHG3430   17   7 
WP4MXB-2   PHG5160   9.4  9 
WR6ABD     PHG5730   63   206 
WR7HLN-10  PHG4650   45   8 
WR8RA      PHG6530   34   60 
WS2V-2     PHG6670   62   255 
WULCC-3    PHG9240   16   44 
WV0T-9     PHG5560   37   101 
WV9W-10    PHG7260   15   3 
WV9W-9     PHG7260   15   3 
WW1R-5     PHG2110   4.5  1 
WX0GLD-10  PHG6430   24   7 
WX0U-1     PHG7560   44   7 
WX2NJ-13   PHG7470   33   28 
WX2NJ-15   PHG6560   41   104 
WX3P       PHG7760   89   93 
WX3SMD-13  PHG2258   8    11 
WX3SMD-15  PHG7288   17   37 
WX5II-1    PHG6360   20   7 
WX5II-2    PHG6230   12   2 
WX5II-4    PHG6330   17   1 
WY7LL-5    PHG5530   31   1 
WY7LL-6    PHG5430   22   3 
ZL3AI-1    PHG2194   7.1  3 
ZZ2SHV-15  PHG6460   29   4 
